text,video_path,num_frames,width,height,masks_path,videoid,box_path
 a woman and her dog on a paddleboard in the sea,./videos/11974746.mp4,437,606,1080,./masks/11974746,11974746,./boxs/11974746
 close up view of bird,./videos/12265459.mp4,420,1920,1080,./masks/12265459,12265459,./boxs/12265459
 woman and man standing by car at night,./videos/10380613.mp4,329,568,1080,./masks/10380613,10380613,./boxs/10380613
A serene suburban landscape with lush green trees surrounding clustered houses under a cloudy sky.,./videos/12294805.mp4,331,606,1080,./masks/12294805,12294805,./boxs/12294805
A person strides across a paved square bordered by green trees and historic buildings in the soft light of early evening.,./videos/12185609.mp4,276,1920,1080,./masks/12185609,12185609,./boxs/12185609
 benches and gazebo in garden,./videos/10254730.mp4,181,606,1080,./masks/10254730,10254730,./boxs/10254730
 a young woman in a flower field using a perfume atomizer,./videos/10544172.mp4,601,1920,1012,./masks/10544172,10544172,./boxs/10544172
 man talking on phone at work,./videos/10374925.mp4,181,1920,1080,./masks/10374925,10374925,./boxs/10374925
"A surfer carrying a white board walks along the rocky shore, with the sun setting over the ocean in the background.",./videos/1093661.mp4,270,1920,1080,./masks/1093661,1093661,./boxs/1093661
 close up of bee on sunflower,./videos/10145287.mp4,435,1920,1080,./masks/10145287,10145287,./boxs/10145287
A person's fingers are touching a drawing of a human figure with braille text above it.,./videos/10140880.mp4,743,568,1080,./masks/10140880,10140880,./boxs/10140880
 sailing on ferry near istanbul,./videos/11345693.mp4,187,606,1080,./masks/11345693,11345693,./boxs/11345693
 flower and water droplets,./videos/11352983.mp4,574,606,1080,./masks/11352983,11352983,./boxs/11352983
"A person's hand is pushing a pink dough through a pasta maker, flattening and stretching it into thin sheets.",./videos/10055006.mp4,496,568,1080,./masks/10055006,10055006,./boxs/10055006
 man sitting on snow with snowboard,./videos/11473006.mp4,204,606,1080,./masks/11473006,11473006,./boxs/11473006
 woman standing among grasses,./videos/10569170.mp4,355,1920,1012,./masks/10569170,10569170,./boxs/10569170
"Illuminated in a vibrant neon purple hue, the jellyfish gently float and drift through the dark water, creating a mesmerizing and otherworldly scene.",./videos/12198692.mp4,1305,1920,1080,./masks/12198692,12198692,./boxs/12198692
 city at night seen from airplane,./videos/11093239.mp4,712,606,1080,./masks/11093239,11093239,./boxs/11093239
 dogs playing in garden by house,./videos/10873449.mp4,427,606,1080,./masks/10873449,10873449,./boxs/10873449
 female skateboarder in yellow clothing,./videos/10130469.mp4,1563,568,1080,./masks/10130469,10130469,./boxs/10130469
 motorboat on open water,./videos/11418966.mp4,331,1920,1080,./masks/11418966,11418966,./boxs/11418966
 old courthouse and gateway arch in saint louis,./videos/12096351.mp4,343,1920,1080,./masks/12096351,12096351,./boxs/12096351
 drone video of a river,./videos/11319980.mp4,333,1920,1080,./masks/11319980,11319980,./boxs/11319980
 boy jumping on pogo stick,./videos/12095307.mp4,1177,606,1080,./masks/12095307,12095307,./boxs/12095307
 kids running on sand,./videos/11100824.mp4,118,1920,1080,./masks/11100824,11100824,./boxs/11100824
 three people in streetwear,./videos/10264812.mp4,288,1920,1012,./masks/10264812,10264812,./boxs/10264812
"A hand holds a delicate, intricately patterned white lace fabric next to colorful striped textiles, suggesting a focus on texture and craftsmanship.",./videos/10435627.mp4,1113,1920,1012,./masks/10435627,10435627,./boxs/10435627
 dog running outdoors in winter,./videos/10983759.mp4,70,606,1080,./masks/10983759,10983759,./boxs/10983759
 bearded man in t shirt doing finger tutting,./videos/10265178.mp4,710,1920,1012,./masks/10265178,10265178,./boxs/10265178
 a shirtless man lying down while holding a wine glass,./videos/10507972.mp4,764,1920,1012,./masks/10507972,10507972,./boxs/10507972
 man performing local rituals,./videos/12114006.mp4,350,1920,1080,./masks/12114006,12114006,./boxs/12114006
 young couple in meadow,./videos/10203611.mp4,641,1920,1012,./masks/10203611,10203611,./boxs/10203611
 a person decorating a wreath,./videos/10517131.mp4,441,1920,1080,./masks/10517131,10517131,./boxs/10517131
"A weathered mural displays a fighter jet soaring above radar installations and command centers, set against a backdrop of birch trees and melting snow.",./videos/11680517.mp4,212,1920,1080,./masks/11680517,11680517,./boxs/11680517
 a woman filing her fingernails,./videos/10159493.mp4,318,1920,1012,./masks/10159493,10159493,./boxs/10159493
 woman by car coering eyes from light at night,./videos/10380649.mp4,575,1920,1012,./masks/10380649,10380649,./boxs/10380649
 two music producers working in a studio,./videos/12336230.mp4,184,1920,1080,./masks/12336230,12336230,./boxs/12336230
 close up video of blue flowers,./videos/1216097.mp4,270,1920,1080,./masks/1216097,1216097,./boxs/1216097
 swimming pool in village in forest,./videos/11706866.mp4,669,1920,1080,./masks/11706866,11706866,./boxs/11706866
 woman with umbrella on rural field,./videos/10678915.mp4,1245,568,1080,./masks/10678915,10678915,./boxs/10678915
 woman dancing in darkness,./videos/12171760.mp4,298,1920,1080,./masks/12171760,12171760,./boxs/12171760
"A bright explosion of fireworks illuminates the night sky, sending sparks and smoke swirling in all directions.",./videos/11095529.mp4,122,606,1080,./masks/11095529,11095529,./boxs/11095529
 little girls sitting on a blanket and reading letters by a lake,./videos/10652878.mp4,300,568,1080,./masks/10652878,10652878,./boxs/10652878
 punk couple in love,./videos/10179638.mp4,713,568,1080,./masks/10179638,10179638,./boxs/10179638
"A person operates a pasta maker, extruding fresh pink pasta onto a wooden surface, with strands of pasta hanging above.",./videos/10055009.mp4,1011,568,1080,./masks/10055009,10055009,./boxs/10055009
 ferry travelling in sea,./videos/12036833.mp4,457,606,1080,./masks/12036833,12036833,./boxs/12036833
 woman walking through curtain with female face,./videos/10740223.mp4,96,1920,1080,./masks/10740223,10740223,./boxs/10740223
 a priest touching holy water in the baptismal font,./videos/10630257.mp4,86,1920,1012,./masks/10630257,10630257,./boxs/10630257
"A hand with freshly manicured nails guides a rectangular brush across a wooden surface, leaving a vibrant pink streak of paint behind.",./videos/10059771.mp4,264,1920,1012,./masks/10059771,10059771,./boxs/10059771
 jellyfish swimming in blue ocean,./videos/12198002.mp4,2123,1920,1080,./masks/12198002,12198002,./boxs/12198002
 close up shot of two little girls whispering in the park,./videos/10653576.mp4,400,1920,1012,./masks/10653576,10653576,./boxs/10653576
 woman sitting on stairs,./videos/12340588.mp4,229,1920,1080,./masks/12340588,12340588,./boxs/12340588
 woman smoking in forest,./videos/12118846.mp4,289,1920,1080,./masks/12118846,12118846,./boxs/12118846
 people waving through crack in wall,./videos/11866552.mp4,301,1920,1012,./masks/11866552,11866552,./boxs/11866552
 a couple dancing while holding a glass of wine,./videos/10122101.mp4,714,1920,1012,./masks/10122101,10122101,./boxs/10122101
 man with beard looking at camera,./videos/10240447.mp4,471,1920,1012,./masks/10240447,10240447,./boxs/10240447
"Two individuals in festive attire are lying down, surrounded by Christmas decorations and gifts, with one hand gently clasping the other.",./videos/10602677.mp4,383,1920,1080,./masks/10602677,10602677,./boxs/10602677
 dancing woman with sea in background,./videos/10570816.mp4,891,1920,1012,./masks/10570816,10570816,./boxs/10570816
 muslim women standing and reading papers,./videos/10347444.mp4,999,1920,1012,./masks/10347444,10347444,./boxs/10347444
A person in a black leather jacket is being guided by an officer with a badge on his dark uniform.,./videos/10476435.mp4,399,1920,1012,./masks/10476435,10476435,./boxs/10476435
 women dancing around women in eye band,./videos/10558700.mp4,330,1920,1012,./masks/10558700,10558700,./boxs/10558700
"Two people stand side by side in a grassy field, one in a colorful dress with a white train, the other in a gray suit, under a cloud-speckled sky.",./videos/10037747.mp4,770,568,1080,./masks/10037747,10037747,./boxs/10037747
 farmers working in agricultural field,./videos/10901546.mp4,519,1920,1080,./masks/10901546,10901546,./boxs/10901546
 village on sea shore,./videos/11823718.mp4,479,1920,1080,./masks/11823718,11823718,./boxs/11823718
 motorboat sailing near city,./videos/10567966.mp4,375,1920,1080,./masks/10567966,10567966,./boxs/10567966
 man talking on the telephone while eating,./videos/10397451.mp4,505,568,1080,./masks/10397451,10397451,./boxs/10397451
 a young girl stretching her arms while sleeping,./videos/10608188.mp4,1062,1920,1012,./masks/10608188,10608188,./boxs/10608188
 boy doing handshake with an elderly man,./videos/10398177.mp4,574,1920,1012,./masks/10398177,10398177,./boxs/10398177
 a couple having a conversation while sitting on the grass,./videos/10602204.mp4,694,1920,1012,./masks/10602204,10602204,./boxs/10602204
"A ruffled Egyptian vulture stands among rocks, its beak open and eyes alert, ready for action.",./videos/12266517.mp4,152,1920,1080,./masks/12266517,12266517,./boxs/12266517
 boat on river in vietnam,./videos/11355902.mp4,384,1920,1080,./masks/11355902,11355902,./boxs/11355902
 people holding equal slogans,./videos/10617618.mp4,349,1920,1012,./masks/10617618,10617618,./boxs/10617618
 close up on collecting fruit to basket,./videos/10692778.mp4,239,1920,1080,./masks/10692778,10692778,./boxs/10692778
"A woman in a patterned robe stands by a window, her long hair cascading down her back, as sunlight streams into the room.",./videos/10261162.mp4,1204,1920,1012,./masks/10261162,10261162,./boxs/10261162
 shadow of a boy playing soccer with a plastic bottle,./videos/10506262.mp4,132,1920,1012,./masks/10506262,10506262,./boxs/10506262
 people visiting an ancient temple in tokyo,./videos/10961616.mp4,231,1896,1066,./masks/10961616,10961616,./boxs/10961616
 affectionate punk couple in bar,./videos/10179644.mp4,1120,1920,1012,./masks/10179644,10179644,./boxs/10179644
 a hindu goddess durga puja,./videos/10072960.mp4,346,1920,1080,./masks/10072960,10072960,./boxs/10072960
 child picking up colorful chalk,./videos/11680006.mp4,921,1920,1080,./masks/11680006,11680006,./boxs/11680006
 a male activist holding a placard with peace sign,./videos/10435891.mp4,636,568,1080,./masks/10435891,10435891,./boxs/10435891
 a person unloading a basket of mangoes,./videos/11760120.mp4,757,1920,1012,./masks/11760120,11760120,./boxs/11760120
 landscape of snowy mountains,./videos/11775485.mp4,162,1920,1080,./masks/11775485,11775485,./boxs/11775485
 man working in workshop,./videos/10252667.mp4,205,1920,1080,./masks/10252667,10252667,./boxs/10252667
A person in a white shirt is turning away from a table with fruits and a flower arrangement on a serene porch with pastel decorations.,./videos/10024205.mp4,685,1920,1012,./masks/10024205,10024205,./boxs/10024205
 close uo pn trying colors from pallette on hands,./videos/10729078.mp4,454,1920,1080,./masks/10729078,10729078,./boxs/10729078
 aerial footage of the mountains and beach,./videos/10070943.mp4,298,1920,1080,./masks/10070943,10070943,./boxs/10070943
 men sitting with boombox by goal,./videos/10397889.mp4,306,1920,1012,./masks/10397889,10397889,./boxs/10397889
 woman making morning coffee,./videos/10069694.mp4,1137,568,1080,./masks/10069694,10069694,./boxs/10069694
 church ruin in winter,./videos/11629981.mp4,190,1920,1080,./masks/11629981,11629981,./boxs/11629981
"A serene stream flows through a rocky forested landscape, surrounded by vibrant green foliage and the gentle movement of water over smooth stones.",./videos/12367851.mp4,77,1920,1080,./masks/12367851,12367851,./boxs/12367851
 empty tables in restaurant,./videos/12153352.mp4,272,1920,1080,./masks/12153352,12153352,./boxs/12153352
 kitten playing with finger,./videos/12104621.mp4,505,606,1080,./masks/12104621,12104621,./boxs/12104621
 digital vu meter on an audio equipment,./videos/12336262.mp4,138,1920,1080,./masks/12336262,12336262,./boxs/12336262
 view on pond in village by hills,./videos/11150169.mp4,1854,1920,1080,./masks/11150169,11150169,./boxs/11150169
 video of white flowers,./videos/1179819.mp4,435,1920,1080,./masks/1179819,1179819,./boxs/1179819
 a woman doing aerial hoop dancing,./videos/10039638.mp4,321,1920,1080,./masks/10039638,10039638,./boxs/10039638
"A close-up view of a table number 10 sign in a gold frame, surrounded by wine glasses and candlelight, creating a warm and elegant atmosphere.",./videos/12350310.mp4,215,1920,1080,./masks/12350310,12350310,./boxs/12350310
 elevated railway against mountains in fog,./videos/10555899.mp4,349,1920,1080,./masks/10555899,10555899,./boxs/10555899
 women taking a selfie picture while sitting in a bar,./videos/11679880.mp4,65,1920,1080,./masks/11679880,11679880,./boxs/11679880
 woman applying nail polish,./videos/10609141.mp4,653,1920,1012,./masks/10609141,10609141,./boxs/10609141
 a woman standing in a church and looking up,./videos/10618345.mp4,459,568,1080,./masks/10618345,10618345,./boxs/10618345
 tree trunks at a graveyard,./videos/10632935.mp4,144,1920,1080,./masks/10632935,10632935,./boxs/10632935
 sailing sailboat in lake,./videos/10183484.mp4,651,1920,1080,./masks/10183484,10183484,./boxs/10183484
A man in a white shirt with gold chains delicately holds an empty stemmed glass in an elegant interior with dark drapes and a large window.,./videos/10331520.mp4,561,568,1080,./masks/10331520,10331520,./boxs/10331520
 a person slicing a raw fish meat using a kitchen knife,./videos/10432011.mp4,617,1920,1080,./masks/10432011,10432011,./boxs/10432011
 close up of no cycling and no horseback riding signs,./videos/11819962.mp4,206,1920,1080,./masks/11819962,11819962,./boxs/11819962
 a woman looking at a photo album,./videos/10302789.mp4,857,1920,1012,./masks/10302789,10302789,./boxs/10302789
 hand in glove holding smartphone,./videos/11094233.mp4,314,1920,1080,./masks/11094233,11094233,./boxs/11094233
 a mother and daughter hugging in a bedroom,./videos/10555335.mp4,487,1920,1012,./masks/10555335,10555335,./boxs/10555335
 close up of cutting branch with chainsaw,./videos/12092011.mp4,63,1920,1080,./masks/12092011,12092011,./boxs/12092011
 yacht on river in city,./videos/12270865.mp4,613,1920,1080,./masks/12270865,12270865,./boxs/12270865
 child and dog during snowfall,./videos/10669143.mp4,277,606,1080,./masks/10669143,10669143,./boxs/10669143
 woman face in sunlight,./videos/12271135.mp4,284,1920,1080,./masks/12271135,12271135,./boxs/12271135
"Three individuals stand before an arched bridge at night, illuminated by yellow street lights, wearing reflective jackets.",./videos/10378786.mp4,393,1920,1012,./masks/10378786,10378786,./boxs/10378786
 waves washng on sandy beach,./videos/10427349.mp4,270,606,1080,./masks/10427349,10427349,./boxs/10427349
 men working with hammer and axe,./videos/11405762.mp4,375,1920,1080,./masks/11405762,11405762,./boxs/11405762
 close up on women faces while dancing,./videos/10558693.mp4,249,1920,1012,./masks/10558693,10558693,./boxs/10558693
 hippies holding cardboard signs,./videos/10435886.mp4,809,568,1080,./masks/10435886,10435886,./boxs/10435886
 man cutting wood with saw,./videos/10294763.mp4,586,1920,1080,./masks/10294763,10294763,./boxs/10294763
 hands of man dancing ballet,./videos/10639955.mp4,1813,1920,1012,./masks/10639955,10639955,./boxs/10639955
 women standing and dancing with bands,./videos/10559117.mp4,639,1920,1012,./masks/10559117,10559117,./boxs/10559117
"A person stands in a grand room with white columns, ornate ceilings, and a balcony, boasting classical architecture.",./videos/10274752.mp4,368,1920,1012,./masks/10274752,10274752,./boxs/10274752
 women dancing on rock on sea shore,./videos/10570723.mp4,811,1920,1012,./masks/10570723,10570723,./boxs/10570723
 a falcon on a twig of a tree,./videos/10041495.mp4,352,1920,1080,./masks/10041495,10041495,./boxs/10041495
 palmeira dos indios writing on hill,./videos/10578102.mp4,131,1920,1080,./masks/10578102,10578102,./boxs/10578102
 a couple standing near the carpet,./videos/10200818.mp4,382,1920,1012,./masks/10200818,10200818,./boxs/10200818
 punk with rug and flowers,./videos/10191856.mp4,359,568,1080,./masks/10191856,10191856,./boxs/10191856
 close up of a woman applying a cosmetic product around her eyes,./videos/12322656.mp4,254,1920,1080,./masks/12322656,12322656,./boxs/12322656
 reflection of a moon lamp hanging over water,./videos/10525088.mp4,393,568,1080,./masks/10525088,10525088,./boxs/10525088
A woman in a white shirt and red checkered skirt making fresh pasta with a pasta machine.,./videos/10055007.mp4,403,1920,1012,./masks/10055007,10055007,./boxs/10055007
"A person with a tattooed back wears a chain necklace, standing against a backdrop of red-lit graffiti-covered walls.",./videos/10188495.mp4,427,1920,1012,./masks/10188495,10188495,./boxs/10188495
 a young girl and a woman using a jade roller,./videos/10565856.mp4,282,1920,1080,./masks/10565856,10565856,./boxs/10565856
 hand dropping sesame over frying food,./videos/10200317.mp4,98,606,1080,./masks/10200317,10200317,./boxs/10200317
 christmas lights in city at night,./videos/10666635.mp4,101,606,1080,./masks/10666635,10666635,./boxs/10666635
 close up of a shirtless man holding a volleyball ball on the beach,./videos/12169470.mp4,316,1920,1080,./masks/12169470,12169470,./boxs/12169470
"A surfer wades into the ocean, surrounded by rocks and sand, as the waves crash onto the shore beneath a cloudy twilight sky.",./videos/12326306.mp4,814,1280,720,./masks/12326306,12326306,./boxs/12326306
"A brown dachshund lies on the carpet, playfully biting a green toy, with a blurred background.",./videos/10660961.mp4,441,606,1080,./masks/10660961,10660961,./boxs/10660961
 fruit bearing tree on a windy day,./videos/1136561.mp4,705,1920,1080,./masks/1136561,1136561,./boxs/1136561
 a man doing exercise using a pull up bar,./videos/10477153.mp4,841,1920,1012,./masks/10477153,10477153,./boxs/10477153
"A traditional Chinese teapot sits on a bamboo mat, with intricate characters etched onto its surface.",./videos/10319995.mp4,408,1920,1080,./masks/10319995,10319995,./boxs/10319995
 women and man on car looking at map,./videos/10406525.mp4,553,568,1080,./masks/10406525,10406525,./boxs/10406525
"A hand is holding a silver revolver with a black and red grip, against a background of green grass.",./videos/12194128.mp4,72,1920,1080,./masks/12194128,12194128,./boxs/12194128
 close up on white flowers in bag,./videos/10744848.mp4,193,606,1080,./masks/10744848,10744848,./boxs/10744848
 women preparing food together,./videos/10023851.mp4,567,1920,1012,./masks/10023851,10023851,./boxs/10023851
 a low ange shot of a man filming using an analog camera,./videos/10252938.mp4,461,1920,1012,./masks/10252938,10252938,./boxs/10252938
 acrobat doing performance in park,./videos/10039573.mp4,182,1920,1080,./masks/10039573,10039573,./boxs/10039573
 clear sky over hagia sophia,./videos/11952737.mp4,207,606,1080,./masks/11952737,11952737,./boxs/11952737
 an ancient temple in tokyo,./videos/10961613.mp4,195,606,1080,./masks/10961613,10961613,./boxs/10961613
 man with sunglasses sending kisses,./videos/11408945.mp4,157,1920,1080,./masks/11408945,11408945,./boxs/11408945
 woman listening to music on bed,./videos/10598580.mp4,521,1920,1012,./masks/10598580,10598580,./boxs/10598580
"A person using binoculars to watch the sunset over mountains, with a beautiful red and purple sky.",./videos/11197001.mp4,207,1920,806,./masks/11197001,11197001,./boxs/11197001
 a woman teaching her daughter how to fold the laundry,./videos/10557343.mp4,628,1920,1012,./masks/10557343,10557343,./boxs/10557343
 boy playing with inflatable ball in swimming pool,./videos/11298870.mp4,128,1920,1080,./masks/11298870,11298870,./boxs/11298870
 a man using a walkie talkie,./videos/10365992.mp4,683,568,1080,./masks/10365992,10365992,./boxs/10365992
 flames in slow motion,./videos/11536919.mp4,448,606,1080,./masks/11536919,11536919,./boxs/11536919
"Sunlight casts long shadows on a field dotted with patches of snow, with a row of trees and snow-covered mountains in the background.",./videos/11481867.mp4,222,1920,1080,./masks/11481867,11481867,./boxs/11481867
 boy with unhappy expression playing chess,./videos/10388944.mp4,477,568,1080,./masks/10388944,10388944,./boxs/10388944
 airplane landing over trees,./videos/12086902.mp4,253,1920,1080,./masks/12086902,12086902,./boxs/12086902
 pigeons eating on tree log,./videos/11490808.mp4,397,1920,1080,./masks/11490808,11490808,./boxs/11490808
 men and woman making hand prints,./videos/10617215.mp4,528,1920,1012,./masks/10617215,10617215,./boxs/10617215
"A person in a beige trench coat holds up a billowing white sheet on a sandy beach, with water and trees in the background.",./videos/10143261.mp4,331,1920,1012,./masks/10143261,10143261,./boxs/10143261
 woman in shirt under building ceiling,./videos/12271149.mp4,195,1920,1080,./masks/12271149,12271149,./boxs/12271149
 scientist talking at laboratory,./videos/10598658.mp4,340,1920,1080,./masks/10598658,10598658,./boxs/10598658
 woman looking at old music cassettes,./videos/10597784.mp4,1098,1920,1012,./masks/10597784,10597784,./boxs/10597784
"Two individuals stand close, one dressed in white with curly hair, the other in a suit adorned with vibrant pink flowers.",./videos/10046836.mp4,297,1920,1012,./masks/10046836,10046836,./boxs/10046836
 reflection of a woman applying facial cream,./videos/10159363.mp4,632,1920,1012,./masks/10159363,10159363,./boxs/10159363
"A person in a white and brown garment stands against a hazy backdrop, with fabric billowing in the wind.",./videos/10143254.mp4,280,1920,1012,./masks/10143254,10143254,./boxs/10143254
 aerial view on roads through hills and forest,./videos/11145860.mp4,298,1920,1080,./masks/11145860,11145860,./boxs/11145860
"Two individuals are seated by a piano in a sunlit room with large windows, one possibly playing the instrument.",./videos/10222359.mp4,299,1920,1012,./masks/10222359,10222359,./boxs/10222359
 landscape with road in forest in winter,./videos/11019985.mp4,1738,606,1080,./masks/11019985,11019985,./boxs/11019985
 sea waves on sea shore,./videos/11932269.mp4,461,1920,1080,./masks/11932269,11932269,./boxs/11932269
 man walking from beach,./videos/11707797.mp4,246,1920,1080,./masks/11707797,11707797,./boxs/11707797
 man working with hand lawnmower,./videos/11827593.mp4,1464,1920,1080,./masks/11827593,11827593,./boxs/11827593
A blurred worker in the background while a close-up of a bundle of fiber cables on a utility pole's platform is in focus.,./videos/10040070.mp4,213,606,1080,./masks/10040070,10040070,./boxs/10040070
 man in apron with vegetables on kitchen counter,./videos/11025551.mp4,310,1920,1012,./masks/11025551,11025551,./boxs/11025551
 man on elephant on city street,./videos/11841433.mp4,266,1920,1080,./masks/11841433,11841433,./boxs/11841433
"A hand reaches into a blue plastic basket filled with shiny brown palm nuts, ready to be processed.",./videos/11584753.mp4,79,606,1080,./masks/11584753,11584753,./boxs/11584753
 woman looking at man playing piano,./videos/10254498.mp4,423,568,1080,./masks/10254498,10254498,./boxs/10254498
 volunteers walking at a forest,./videos/10365990.mp4,135,568,1080,./masks/10365990,10365990,./boxs/10365990
 man leading bicycle at night meeting man in jacket and people with covered faces,./videos/10401750.mp4,610,1920,1080,./masks/10401750,10401750,./boxs/10401750
"A person sits amidst a serene outdoor setting with a party hat and striped cups, suggesting a casual celebration.",./videos/10033148.mp4,628,1920,1012,./masks/10033148,10033148,./boxs/10033148
 close up shot of a decorative plant with beige leaves,./videos/11055456.mp4,348,1920,1080,./masks/11055456,11055456,./boxs/11055456
 a man sitting on his skateboard,./videos/10240445.mp4,282,568,1080,./masks/10240445,10240445,./boxs/10240445
 a person picking up a flower in a glass container,./videos/10534249.mp4,251,1920,1012,./masks/10534249,10534249,./boxs/10534249
 blind man and woman touching hands,./videos/10143736.mp4,445,1920,1012,./masks/10143736,10143736,./boxs/10143736
A person in a red and white varsity jacket stands beside an open car door under a concrete overpass.,./videos/10400760.mp4,354,1920,1012,./masks/10400760,10400760,./boxs/10400760
 abandonded carousel in chernobyl,./videos/12251727.mp4,248,1920,1080,./masks/12251727,12251727,./boxs/12251727
"A brown animal with a snout is peeking through a chain-link fence, surrounded by green foliage.",./videos/10212000.mp4,223,606,1080,./masks/10212000,10212000,./boxs/10212000
 drone footage of an island in a lake,./videos/11179706.mp4,310,640,360,./masks/11179706,11179706,./boxs/11179706
 washing pot in river,./videos/12005353.mp4,407,1920,1080,./masks/12005353,12005353,./boxs/12005353
 a woman curling her hair,./videos/12322780.mp4,333,1920,1080,./masks/12322780,12322780,./boxs/12322780
 a woman talking to someone,./videos/10373944.mp4,259,606,1080,./masks/10373944,10373944,./boxs/10373944
 the altar and the iconostasis of an orthodox church,./videos/10628784.mp4,367,568,1080,./masks/10628784,10628784,./boxs/10628784
 woman making dough with beetroot juice,./videos/10048804.mp4,353,1920,1012,./masks/10048804,10048804,./boxs/10048804
 a person cutting a tuna fish,./videos/10039837.mp4,547,1920,1080,./masks/10039837,10039837,./boxs/10039837
 a woman using a small electric fan while holding a stack of ring binders,./videos/10347795.mp4,664,568,1080,./masks/10347795,10347795,./boxs/10347795
 aerial view of busy construction site,./videos/10810479.mp4,818,1920,1080,./masks/10810479,10810479,./boxs/10810479
 women walking in the forest,./videos/10661506.mp4,707,1920,1012,./masks/10661506,10661506,./boxs/10661506
 close up on goat feeding,./videos/10791182.mp4,329,606,1080,./masks/10791182,10791182,./boxs/10791182
 a young boy taking out a cellphone with an empty battery from his jacket,./videos/10366716.mp4,439,1920,1012,./masks/10366716,10366716,./boxs/10366716
"The rocky terrain is shrouded in mist, and lush green trees emerge in the background.",./videos/11100375.mp4,1030,1920,1080,./masks/11100375,11100375,./boxs/11100375
"The sun sets behind a snow-covered fence, casting a warm glow on the clouds above a winter landscape.",./videos/11704066.mp4,399,1620,1080,./masks/11704066,11704066,./boxs/11704066
 woman with flashlight at night,./videos/10482449.mp4,495,1920,1012,./masks/10482449,10482449,./boxs/10482449
 woman with covered eyes dancing in nature,./videos/10556707.mp4,342,1920,1012,./masks/10556707,10556707,./boxs/10556707
 close up of a honeybee on a violet flower,./videos/11716945.mp4,461,1920,1080,./masks/11716945,11716945,./boxs/11716945
 man rolling basketball ball on finger,./videos/10341425.mp4,196,568,1080,./masks/10341425,10341425,./boxs/10341425
 stunning view to the ocean,./videos/11916031.mp4,378,606,1080,./masks/11916031,11916031,./boxs/11916031
 a braided woman dancing slowly,./videos/10283800.mp4,1038,568,1080,./masks/10283800,10283800,./boxs/10283800
"Cars and buses move along a busy highway, while empty railway tracks sit idle in the foreground under a clear blue sky.",./videos/1163238.mp4,238,1280,720,./masks/1163238,1163238,./boxs/1163238
"Two individuals are reaching upwards against a backdrop of a clear blue sky in an open, outdoor area.",./videos/10397887.mp4,427,1920,1012,./masks/10397887,10397887,./boxs/10397887
 close up on smiling woman with cigarette,./videos/10027421.mp4,99,606,1080,./masks/10027421,10027421,./boxs/10027421
 motorboat sailing in water,./videos/10107847.mp4,164,606,1080,./masks/10107847,10107847,./boxs/10107847
 a man playing a guitar,./videos/10240256.mp4,330,568,1080,./masks/10240256,10240256,./boxs/10240256
 close up on preparing for cooking in bowl,./videos/10763503.mp4,98,1920,1080,./masks/10763503,10763503,./boxs/10763503
 low angle shot of a man dancing in a field,./videos/10436061.mp4,1155,1920,1012,./masks/10436061,10436061,./boxs/10436061
"The photo captures a sneak peek of a skater cruising down a ramp with their foot placed firmly on the skateboard, ready to make a move.",./videos/10132620.mp4,381,1920,1012,./masks/10132620,10132620,./boxs/10132620
"A woman in a beige sweater wraps a gift on a wooden table with a pair of scissors and tape, against a backdrop of twinkling Christmas lights.",./videos/11208312.mp4,322,1920,1080,./masks/11208312,11208312,./boxs/11208312
"In a dimly lit room with red neon signs, a person in a leather jacket appears to be in motion, with framed pictures decorating the wall behind.",./videos/10178667.mp4,418,1920,1012,./masks/10178667,10178667,./boxs/10178667
A person in green sneakers stands still on a cobblestone street while another walks away in the background.,./videos/10802633.mp4,1116,1920,1080,./masks/10802633,10802633,./boxs/10802633
 police telling reporter to leave crime scene,./videos/10464555.mp4,804,1920,1012,./masks/10464555,10464555,./boxs/10464555
 a little girl sitting on a bed hugging a plush,./videos/10566393.mp4,290,606,1080,./masks/10566393,10566393,./boxs/10566393
 two little girls feeding ducks by a lake,./videos/10652882.mp4,1147,568,1080,./masks/10652882,10652882,./boxs/10652882
 a person standing on the yoga mat,./videos/10222963.mp4,234,1920,1012,./masks/10222963,10222963,./boxs/10222963
 cooking food on a frying pan,./videos/10432088.mp4,240,1920,1080,./masks/10432088,10432088,./boxs/10432088
"A hand gently touches a plant with tender leaves and tiny yellow flowers, amidst a backdrop of soft-focused golden grass.",./videos/11662447.mp4,326,606,1080,./masks/11662447,11662447,./boxs/11662447
 a man doing a contemporary dance while holding a glass,./videos/10507610.mp4,907,568,1080,./masks/10507610,10507610,./boxs/10507610
 close up on cross on tomb,./videos/10499738.mp4,113,568,1080,./masks/10499738,10499738,./boxs/10499738
 a woman spinning an aerial hoop,./videos/10039639.mp4,263,1920,1080,./masks/10039639,10039639,./boxs/10039639
 drone footage of pumpjacks at a desert,./videos/10227529.mp4,157,1920,1080,./masks/10227529,10227529,./boxs/10227529
 woman in floral dress walking at flower field,./videos/10544198.mp4,367,1920,1012,./masks/10544198,10544198,./boxs/10544198
 man weightlifting at gym,./videos/11652770.mp4,684,1920,1080,./masks/11652770,11652770,./boxs/11652770
 aerial footage of a lake,./videos/10144380.mp4,792,1920,1080,./masks/10144380,10144380,./boxs/10144380
 memorials and statue on cemetery,./videos/12220583.mp4,420,1920,1080,./masks/12220583,12220583,./boxs/12220583
